Post_URL,Username,Komentar
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Pelayanan dan tindakan kesehatan dapat dijamin BPJS Kesehatan sesuai indikasi medis. Silakan bisa pemeriksaan awal ke faskes pertama terdaftar, jika membutuhkan tindakan khusus akan diberikan rujukan ke Rumah Sakit sesuai indikasi medis dari dokter. Jika sudah sesuai prosedur dan indikasi medis, maka dijamin BPJS Kesehatan. Terima kasih. :) -esco"
https://www.instagram.com/p/DO6EIPujOYw/,moms_abilaaa,"Kalo mau pindah dari bpjs mandiri ke pbi, harus ke kantor nya langsung yaa"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Apabila Sahabat ingin mendaftarkan kepesertaan PBI (Penerima Bantuan Iuran), silakan dapat pengajuan secara langsung melalui Kantor Dinas Sosial sesuai domisili KTP dengan melampirkan KTP/ Akta Kelahiran dan KK untuk kemungkinan dapat dimasukkan dalam penjaminan PBI dengan catatan kuota dan anggarannya masih tersedia serta termasuk dalam daftar DTSEN (Data Tunggal Sosial Ekonomi Nasional) di Dinas Sosial. Terima kasih. :) -alfian"
https://www.instagram.com/p/DO6EIPujOYw/,art_reef,kenapa sekarang perpanjang rujukan pasien hrs diperiksa lagi di fktp. pdhl kan udah jelas diagnosanya di RS rujukan. sistem bukan di permudah malah dipersulit. kasian pasien yg udah parah penyakitnya mau perpanjang rujukan doang harus Dateng dang ngantri lama layaknya orang berobat. tau sendiri pelayanan puskesmas masih lambat dan pasienya jg banyak.
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf. Mengenai surat rujukan berlaku 90 hari dari surat tersebut diterbitkan untuk peserta, apabila sudah melewati waktu tersebut harus dilakukan perpanjangan. Silakan dapat melakukan pemeriksaan ulang melalui FKTP terdaftar saat ini, apabila sesuai indikasi medis dari Dokter diperlukan penanganan lebih lanjut, maka akan diberikan rujukan ke Rumah Sakit. Terima kasih. :) -jaya"
https://www.instagram.com/p/DO6EIPujOYw/,art_reef,"@bpjskesehatan_ri bukan masalah itu. Yg jd masalah aturan baru utk perpanjangan surat rujukan. Kenapa pasien diwajibkan ikut ke fktp dan ikut antri untuk diperiksa dokter di fktp. Kan kasian utk pasien yg udh dirujuk mayoritas penyakit berat dan lansia. Sedangkan aturan yg dulu kan bisa diwakilkan dan tidak perlu diperiksa lagi di faskes 1. Karna diagnosanya kan udah jelas, surat dr RS jg sudah ada. Kenapa hrs putar lg katanya pemerintah mau mempermudah birokrasi tp nyatanya malah kebalikannya. Terlalu mengada2 aturanya."
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf, peraturan BPJS Kesehatan sejak awal untuk pelayanan menggunakan BPJS Kesehatan termasuk rujukan, peserta atau pasien wajib ada dan hadir. Proses pelayanan tidak dapat dilakukan apabila pasien tidak ada atau diwakilkan ya Sahabat. Adanya kritik dan saran terkait Program BPJS Kesehatan yang tidak sesuai dapat disampaikan melalui Layanan Care Center 165 BPJS Kesehatan, Layanan PANDAWA 0811 8 165 165 menu pengaduan, website resmi BPJS Kesehatan, Aplikasi Mobile JKN dan loket PIPP Kantor Cabang BPJS Kesehatan. Terima kasih. :) -afid"
https://www.instagram.com/p/DO6EIPujOYw/,nur_diah_anita,"Saya mau minta perpanjang rujukan gigi anak saya, di tahan petugas krn harus menunjukkan jkn mobile, sedangkan jkn mobile kami ada di HP suami dan suami lagi kerja. Klo ada kartu fisik BPJS nya knp skrg hrus nunjukin jkn mobile sih? Info nya per april 2026. Knp harus ngeribetin orang sakit sih? Saya bayar loh BPJS tiap bln nya bkn yg gratis, bikin peraturan yg smart dikit dong, jadi jengkel kan"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Pelayanan kesehatan saat ini sudah bisa menggunakan NIK saja. Selama status kepesertaan ""Aktif"", maka dapat digunakan untuk pelayanan kesehatan. Namun, jika yang dimaksud terkendala terkait antrean pelayanan kesehatan, saat ini jika ingin melakukan antrean pelayanan kesehatan di faskes, dapat dilakukan melalui Aplikasi Mobile JKN pada menu ""Pendaftaran Pelayanan (Antrean)"". Apabila mengalami kendala secara online di MJKN, dapat melakukan antrean secara manual pada hari H pelayanan kesehatan dengan menunjukkan kendala pada MJKN. Terima kasih. :) -yuka"
https://www.instagram.com/p/DO6EIPujOYw/,nur_diah_anita,"@bpjskesehatan_ri bukan antrean min, perpanjang rujukan klo gak nunjukin mobile jkn gak di buatkan petugas nya, pdhl saya ada kartu fisik"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf atas kendala yang dialami. Apabila masa berlaku surat rujukan sudah habis, silakan dapat langsung melakukan konfirmasi ke Faskes Tingkat I terdaftar pada H-1 sebelum masa berlaku habis dengan membawa surat rujukan di Mobile JKN atau rujukan fisik dan kartu fisik JKN ataupun kartu digital. Jika terdapat ketidaksesuaian dalam melakukan pelayanan kesehatan atau terkendala, silakan bisa pengaduan melalui Care Center 165, melapor melalui Website BPJS Kesehatan dengan mengisi SIPP atau pengaduan melalui aplikasi Mobile JKN di menu pengaduan layanan JKN. Terima kasih. :) -rasha"
https://www.instagram.com/p/DO6EIPujOYw/,nur_diah_anita,"@bpjskesehatan_ri hari ini saya ke faskes 1, udah nunjukin jkn mobile, ehhh masih gak bisa di buatkan perpanjangan rujukan lagi dengan alasan harus habis dulu masa berlaku nya. Masa berlaku 3 Mei 2026, di suruh balik tgl 4 Mei. Gak bisa di buatkan klo tgl 2 Mei. Ini yg bener yg mana sih? H-1 sebelum masa berlaku habis atau harus habis dulu masa berlaku nya? Tolong jawab min"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Mohon maaf Sahabat. Terkait sistem rujukan diberikan untuk 1 diagnosa penyakit dan berlaku selama 90 hari. Jika masa berlaku surat rujukan sudah habis, maka dapat melakukan perpanjangan surat rujukan melalui FKTP terdaftar. Perpanjangan rujukan dapat dilakukan H-1 atau saat tanggal rujukan sudah habis masa berlaku, ya. Terima kasih. :) -dias"
https://www.instagram.com/p/DO6EIPujOYw/,nur_diah_anita,@bpjskesehatan_ri tapi FKTP bersikukuh bilang tidak bisa perpanjang rujukan H-1 min
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Kami informasikan kembali, apabila surat rujukan sudah habis. Silakan dapat melakukan perpanjangan rujukan di H-1 sebelum rujukan habis atau pada tanggal rujukan habis, ya Sahabat. Silakan dapat perpanjang rujukan ke faskes tingkat 1 terdaftar. Terima kasih. :) -aita"
https://www.instagram.com/p/DO6EIPujOYw/,nur_diah_anita,"@bpjskesehatan_ri maksud saya gini min, klo fakta di lapangan memang tidak bisa melakukan perpanjangan rujukan di H-1 sebelum masa berlaku rujukan habis, ya jangan di infokan utk melakukan perpanjangan H-1 sebelum masa berlaku rujukan habis. Bikin bingung orang2 tau gak"
https://www.instagram.com/p/DO6EIPujOYw/,ailaniii_07,Klu BPJS klas 3 udah tiga bulan GK bisa dibayar tapi masih bisa dipakai didaerah Mojokerto untuk berobat yg harus aku lakukan apa kak mohon bantuannya
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Selama status BPJS Kesehatan aktif, maka bisa digunakan untuk pelayanan Kesehatan ya Sahabat. Silakan Sahabat dapat pastikan jenis kepesertaan yang terdaftar saat ini, pengecekan kepesertaan dapat melalui WhatsApp Pandawa yang dapat diakses 24 jam di nomor 0811 8 165 165 di link https://wa.me/628118165165 pada menu ""Informasi"" lalu ""Cek Status Kepesertaan"". Selain itu, dapat melalui Care Center 165 atau Aplikasi Mobile JKN pada menu ""Info Peserta"". Terima kasih. :) -ade"
https://www.instagram.com/p/DO6EIPujOYw/,usupsupriyadi_,"Saya mau verifikasi akun lewat 165, tetapi keterangan nomor tidak dapat dihubungi, kenapa? Tks"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Tata cara menghubungi Layanan Care Center BPJS Kesehatan 165, silakan menekan angka 3 untuk pilihan Informasi dan Pengaduan kemudian angka 0 untuk berbicara dengan agent Care Center kami. Apabila Sahabat menghubungi Care Center 165 dikenakan biaya sesuai dengan jenis provider yang Sahabat gunakan, dipastikan Sahabat memiliki pulsa yang cukup. Terima kasih. :) -yoga"
https://www.instagram.com/p/DO6EIPujOYw/,nanieciput,Tanya dong kakak saya kan mau di operasi tulang bogolnya patah dan akan diganti bogol buatan tapi nunggu acc dari BPJS kira kira sampai berapa hari di acc nya kalau bisa jangan terlalu lama kasihan
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Silakan konfirmasikan dengan pihak Rumah Sakit setempat atau jika mengalami kendala konfirmasikan dengan petugas BPJS SATU (Siap Membantu) yang ada di Rumah Sakit setempat. Apabila prosedur pelayanan kesehatan dan indikasi medis sudah sesuai, bukan atas permintaan sendiri, maka dapat dijamin BPJS Kesehatan. Terima kasih. :) -yuka"
https://www.instagram.com/p/DO6EIPujOYw/,nanieciput,@bpjskesehatan_ri itu saran dari dokter harus operasi dan menunggu acc dari BPJS katanya
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,"Salam Sehat Sahabat. Kami informasikan, apabila prosedur pelayanan kesehatan dan indikasi medis sudah sesuai bukan atas permintaan sendiri maka dapat dijamin BPJS Kesehatan. Silakan konfirmasikan dengan pihak Rumah Sakit setempat atau jika mengalami kendala konfirmasikan dengan petugas BPJS SATU (Siap Membantu) yang ada di Rumah Sakit setempat. Terima kasih. :) -rasha"
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,Salam Sehat Sahabat. Perihal penjaminan operasi caesar mengacu sesuai indikasi medis serta prosedur yang berlaku dan tidak berdasarkan permintaan peserta. Sesuai prosedur persalinan secara normal dilakukan di Faskes Tingkat I terdaftar. Jika ada indikasi medis persalinan secara caesar maka dari Faskes Tingkat I akan membuatkan surat rujukan ke Rumah Sakit. Pastikan status kepesertaan saat pelayanan kesehatan sudah terbaca aktif ya Sahabat. Terima kasih. :) -ziko
https://www.instagram.com/p/DO6EIPujOYw/,azzahrdtyy,surat rujukan dari tingkat 1 buat ke rs tuh masa berlakunya kapan min? apakah cuma 2 minggu sekarang?
https://www.instagram.com/p/DO6EIPujOYw/,bpjskesehatan_ri,Salam Sehat Sahabat. Benar Sahabat. Masa berlaku surat rujukan dari Faskes Tingkat I ke Rumah Sakit yaitu selam 90 hari. Terima kasih. :) -yoga
https://www.instagram.com/p/DO6EIPujOYw/,azzahrdtyy,@bpjskesehatan_ri 90 hari kan min? bukan 14 hari?
